,Title,Country,Location,Year,Total_Floors,Apart_Floors,Apart_Rooms,Total_Area,Price,Continent,C-Code,Price_category,Time_Period
509,"1 room apartment 60 m² in Konakli, Turkey",Turkey,"Konakli, Mediterranean Region, Alanya, Turkey",2024,5,1,2,60,99793.0,Europe,5,Low price,2010on
513,"2 room apartment 75 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2024,13,13,2,75,113584.0,Europe,5,Middle price,2010on
522,"2 room apartment 112 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2023,14,7,3,112,111954.0,Europe,5,Middle price,2010on
523,"3 room apartment 125 m² in Ciplakli, Turkey",Turkey,"Ciplakli, Mediterranean Region, Alanya, Turkey",2023,4,3,3,125,111410.0,Europe,5,Middle price,2010on
524,"2 room apartment 75 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2024,13,2,2,75,91302.0,Europe,5,Low price,2010on
527,"2 room apartment 73 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2024,16,8,2,73,93476.0,Europe,5,Low price,2010on
528,"1 room apartment 48 m² in Mahmutlar, Turkey",Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",2023,12,5,1,48,101483.0,Europe,5,Middle price,2010on
531,"1 room apartment 50 m² in Mahmutlar, Turkey",Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",2023,5,3,2,50,131518.0,Europe,5,Middle price,2010on
535,"2 room apartment 75 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2024,16,11,2,75,97824.0,Europe,5,Low price,2010on
536,"2 room apartment 110 m² in Yildirim, Turkey",Turkey,"Yildirim, Marmara Region, Esenevler Mahallesi, Turkey",2023,10,10,3,110,103802.0,Europe,5,Middle price,2010on
538,"2 room apartment 39 m² in Kuzucu, Turkey",Turkey,"Kuzucu, Mediterranean Region, Mezitli, Turkey",2024,15,12,2,39,77172.0,Europe,5,Low price,2010on
539,"1 room apartment 53 m² in Mersin, Turkey",Turkey,"Mediterranean Region, Mersin, Turkey",2024,7,1,2,53,117773.0,Europe,5,Middle price,2010on
542,"2 room apartment 94 m² in Mersin, Turkey",Turkey,"Mediterranean Region, Mersin, Turkey",2024,13,13,3,94,85000.0,Europe,5,Low price,2010on
544,"2 room apartment 39 m² in Kuzucu, Turkey",Turkey,"Kuzucu, Mediterranean Region, Mezitli, Turkey",2024,15,4,2,39,71737.0,Europe,5,Low price,2010on
545,"3 room apartment 100 m² in Antalya, Turkey",Turkey,"Mediterranean Region, Antalya, Turkey",2022,3,2,3,100,87285.0,Europe,5,Low price,2010on
552,"1 room apartment 89 m² in Mezitli, Turkey",Turkey,"Mediterranean Region, Mezitli, Turkey",2023,14,8,1,89,80987.0,Europe,5,Low price,2010on
554,"1 room apartment 57 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2023,5,2,2,57,144295.0,Europe,5,Middle price,2010on
559,"2 room apartment 44 m² in Kuzucu, Turkey",Turkey,"Kuzucu, Mediterranean Region, Mezitli, Turkey",2024,15,12,2,44,82607.0,Europe,5,Low price,2010on
561,"2 room apartment 39 m² in Kuzucu, Turkey",Turkey,"Kuzucu, Mediterranean Region, Mezitli, Turkey",2024,15,7,2,39,74998.0,Europe,5,Low price,2010on
565,"1 room apartment 56 m² in Mersin, Turkey",Turkey,"Mediterranean Region, Mersin, Turkey",2024,6,1,2,56,101713.0,Europe,5,Middle price,2010on
568,"1 room apartment 50 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Alanya, Turkey",2021,5,2,2,50,69068.0,Europe,5,Low price,2010on
569,"1 room apartment 78 m² in Mersin, Turkey",Turkey,"Mediterranean Region, Mersin, Turkey",2024,15,1,2,78,77712.0,Europe,5,Low price,2010on
570,"3 room apartment 150 m² in Mersin, Turkey",Turkey,"Mediterranean Region, Mersin, Turkey",2024,15,1,3,150,106519.0,Europe,5,Middle price,2010on
571,"1 room apartment 59 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Alanya, Turkey",2022,5,2,2,59,128655.0,Europe,5,Middle price,2010on
573,"2 room apartment 90 m² in Mersin, Turkey",Turkey,"Mediterranean Region, Mersin, Turkey",2024,15,5,2,90,83693.0,Europe,5,Low price,2010on
575,"2 room apartment 39 m² in Kuzucu, Turkey",Turkey,"Kuzucu, Mediterranean Region, Mezitli, Turkey",2024,15,9,2,39,77172.0,Europe,5,Low price,2010on
577,"1 room apartment 58 m² in Avsallar, Turkey",Turkey,"Avsallar, Mediterranean Region, Alanya, Turkey",2023,9,4,2,58,69173.0,Europe,5,Low price,2010on
580,"2 room apartment 75 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2024,13,8,2,75,98367.0,Europe,5,Low price,2010on
586,"1 room apartment 60 m² in Avsallar, Turkey",Turkey,"Avsallar, Mediterranean Region, Alanya, Turkey",2022,5,2,2,60,101628.0,Europe,5,Middle price,2010on
587,"Condo 2 bedrooms 130 m² in Marmara Region, Turkey",Turkey,"Marmara Region, Turkey",2022,20,10,3,130,89172.0,Europe,5,Low price,2010on
588,"1 room apartment 58 m² in Mersin, Turkey",Turkey,"Mediterranean Region, Turkey",2023,14,4,2,58,82313.0,Europe,5,Low price,2010on
589,"1 room apartment 55 m² in Mersin, Turkey",Turkey,"Mediterranean Region, Mersin, Turkey",2023,7,5,2,55,69593.0,Europe,5,Low price,2010on
590,"2 room apartment 39 m² in Kuzucu, Turkey",Turkey,"Kuzucu, Mediterranean Region, Mezitli, Turkey",2024,15,10,2,39,78259.0,Europe,5,Low price,2010on
593,"2 room apartment 110 m² in Osmangazi, Turkey",Turkey,"Osmangazi, Marmara Region, Turkey",2017,7,4,3,110,109780.0,Europe,5,Middle price,2010on
596,"2 room apartment 107 m² in Mezitli, Turkey",Turkey,"Mediterranean Region, Mezitli, Turkey",2023,14,3,1,107,103983.0,Europe,5,Middle price,2010on
601,"3 room apartment 150 m² in Mersin, Turkey",Turkey,"Mediterranean Region, Mersin, Turkey",2024,15,6,3,150,111954.0,Europe,5,Middle price,2010on
602,"3 room apartment 100 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2024,16,6,3,100,117388.0,Europe,5,Middle price,2010on
605,"1 room apartment 4 000 m² in Payallar, Turkey",Turkey,"Payallar, Mediterranean Region, Alanya, Turkey",2024,8,1,2,4000,117980.0,Europe,5,Middle price,2010on
606,"2 room apartment 75 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2024,16,8,2,75,94563.0,Europe,5,Low price,2010on
610,"3 room apartment 105 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2024,16,6,3,105,124997.0,Europe,5,Middle price,2010on
612,"2 room apartment 75 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2024,13,3,2,75,92389.0,Europe,5,Low price,2010on
616,"2 room apartment 80 m² in Yalci, Turkey",Turkey,"Yalci, Mediterranean Region, Alanya, Turkey",2006,4,2,3,80,143475.0,Europe,5,Middle price,2000-2010
620,"1 room apartment 48 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2023,5,4,2,48,115000.0,Europe,5,Middle price,2010on
623,"1 room apartment 50 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Alanya, Turkey",2019,12,5,1,50,164140.0,Europe,5,Middle price,2010on
625,"2 room apartment 100 m² in Gazipasa, Turkey",Turkey,"Mediterranean Region, Gazipasa, Turkey",2023,4,4,3,100,131791.0,Europe,5,Middle price,2010on
626,"2 room apartment 100 m² in Marmara Region, Turkey",Turkey,"Marmara Region, Turkey",2023,7,3,3,100,127000.0,Europe,5,Middle price,2010on
630,"1 room apartment 60 m² in Turkey, Turkey",Turkey,Turkey,2024,10,1,2,60,135119.0,Europe,5,Middle price,2010on
631,"2 room apartment 57 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2024,9,7,2,57,173909.0,Europe,5,Middle price,2010on
639,"1 room apartment 50 m² in Mahmutlar, Turkey",Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",2023,7,5,2,50,119562.0,Europe,5,Middle price,2010on
642,"2 room apartment 70 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2024,16,14,2,70,98910.0,Europe,5,Low price,2010on
643,"2 room apartment 44 m² in Kuzucu, Turkey",Turkey,"Kuzucu, Mediterranean Region, Mezitli, Turkey",2024,15,14,2,44,84780.0,Europe,5,Low price,2010on
645,"2 room apartment 39 m² in Kuzucu, Turkey",Turkey,"Kuzucu, Mediterranean Region, Mezitli, Turkey",2024,15,11,2,39,76085.0,Europe,5,Low price,2010on
647,"1 room apartment 80 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2014,7,1,2,80,107606.0,Europe,5,Middle price,2010on
649,"4 room apartment 160 m² in Avsallar, Turkey",Turkey,"Avsallar, Mediterranean Region, Alanya, Turkey",2023,6,5,4,160,88313.0,Europe,5,Low price,2010on
650,"3 room apartment 99 m² in Yesiloez, Turkey",Turkey,"Yesiloez, Mediterranean Region, Alanya, Turkey",2023,8,7,3,99,91845.0,Europe,5,Low price,2010on
652,"2 room apartment 44 m² in Kuzucu, Turkey",Turkey,"Kuzucu, Mediterranean Region, Mezitli, Turkey",2024,15,10,2,44,76085.0,Europe,5,Low price,2010on
657,"1 room apartment 50 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Alanya, Turkey",2023,5,3,2,50,108000.0,Europe,5,Middle price,2010on
659,"1 room apartment 65 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Alanya, Turkey",2019,5,1,1,65,116735.0,Europe,5,Middle price,2010on
662,"1 room apartment 60 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Alanya, Turkey",2022,8,7,2,60,155093.0,Europe,5,Middle price,2010on
666,"2 room apartment 73 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2024,16,12,2,73,97824.0,Europe,5,Low price,2010on
667,"2 room apartment 90 m² in Mersin, Turkey",Turkey,"Mediterranean Region, Mersin, Turkey",2024,15,8,2,90,86954.0,Europe,5,Low price,2010on
669,"1 room apartment 45 m² in Karakocali, Turkey",Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",2023,4,3,2,45,125000.0,Europe,5,Middle price,2010on
670,"1 room apartment 50 m² in Mersin, Turkey",Turkey,"Mediterranean Region, Turkey",2023,14,1,2,50,59972.0,Europe,5,Low price,2010on
672,"2 room apartment 120 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2024,13,3,2,120,132605.0,Europe,5,Middle price,2010on
675,"2 room apartment 90 m² in Mersin, Turkey",Turkey,"Mediterranean Region, Mersin, Turkey",2024,15,12,2,90,91302.0,Europe,5,Low price,2010on
676,"1 room apartment 53 m² in Mersin, Turkey",Turkey,"Mediterranean Region, Mersin, Turkey",2024,15,15,2,53,72920.0,Europe,5,Low price,2010on
679,"1 room apartment 81 m² in Mediterranean Region, Turkey",Turkey,"Mediterranean Region, Turkey",2024,9,8,1,81,110850.0,Europe,5,Middle price,2010on
685,"3 room apartment 100 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2024,16,3,3,100,113041.0,Europe,5,Middle price,2010on
686,"1 room apartment 51 m² in Avsallar, Turkey",Turkey,"Avsallar, Mediterranean Region, Alanya, Turkey",2023,9,6,1,51,140693.0,Europe,5,Middle price,2010on
688,"2 room apartment 39 m² in Kuzucu, Turkey",Turkey,"Kuzucu, Mediterranean Region, Mezitli, Turkey",2024,15,14,2,39,82607.0,Europe,5,Low price,2010on
694,"1 room apartment 55 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2023,8,3,2,55,113584.0,Europe,5,Middle price,2010on
695,"2 room apartment 90 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Alanya, Turkey",2022,5,1,2,90,151016.0,Europe,5,Middle price,2010on
698,"1 room apartment 55 m² in Avsallar, Turkey",Turkey,"Avsallar, Mediterranean Region, Alanya, Turkey",2023,9,2,2,55,108454.0,Europe,5,Middle price,2010on
699,"3 room apartment 120 m² in Mersin, Turkey",Turkey,"Mediterranean Region, Mersin, Turkey",2023,13,13,4,120,133692.0,Europe,5,Middle price,2010on
700,"2 room apartment 73 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2024,16,14,2,73,99997.0,Europe,5,Low price,2010on
703,"3 room apartment 110 m² in Kepez, Turkey",Turkey,"Kepez, Mediterranean Region, Turkey",2016,5,1,4,110,116301.0,Europe,5,Middle price,2010on
704,"2 room apartment 75 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2024,16,13,2,75,99997.0,Europe,5,Low price,2010on
707,"1 room apartment 50 m² in Avsallar, Turkey",Turkey,"Avsallar, Mediterranean Region, Alanya, Turkey",2022,8,5,2,50,131518.0,Europe,5,Middle price,2010on
710,"2 room apartment 75 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2024,16,5,2,75,121736.0,Europe,5,Middle price,2010on
717,"2 room apartment 90 m² in Mersin, Turkey",Turkey,"Mediterranean Region, Mersin, Turkey",2024,15,14,2,90,93476.0,Europe,5,Low price,2010on
719,"1 room apartment 55 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2022,12,3,2,55,161952.0,Europe,5,Middle price,2010on
720,"2 room apartment 70 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2024,16,15,2,70,99997.0,Europe,5,Low price,2010on
721,"1 room apartment 47 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2023,9,1,1,47,61490.0,Europe,5,Low price,2010on
724,"3 room apartment 155 m² in Niluefer, Turkey",Turkey,"Marmara Region, Besevler Mahallesi, Niluefer, Turkey",1984,7,4,4,155,103802.0,Europe,5,Middle price,1950-2000
725,"3 room apartment 100 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2024,16,1,3,100,117388.0,Europe,5,Middle price,2010on
727,"1 room studio apartment 42 m² in Marmara Region, Turkey",Turkey,"Marmara Region, Turkey",2024,6,1,1,42,118972.0,Europe,5,Middle price,2010on
730,"1 room apartment 75 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2018,12,11,2,75,173365.0,Europe,5,Middle price,2010on
731,"1 room apartment 65 m² in Limonlu, Turkey",Turkey,"Limonlu, Mediterranean Region, Erdemli, Turkey",2024,10,1,2,65,57840.0,Europe,5,Low price,2010on
735,"2 room apartment 44 m² in Kuzucu, Turkey",Turkey,"Kuzucu, Mediterranean Region, Mezitli, Turkey",2024,15,13,2,44,83693.0,Europe,5,Low price,2010on
737,"2 room apartment 44 m² in Kuzucu, Turkey",Turkey,"Kuzucu, Mediterranean Region, Mezitli, Turkey",2024,15,14,2,44,81520.0,Europe,5,Low price,2010on
740,"1 room apartment 74 m² in Mersin, Turkey",Turkey,"Mediterranean Region, Mersin, Turkey",2023,10,2,2,74,64933.0,Europe,5,Low price,2010on
742,"2 room apartment 96 m² in Mersin, Turkey",Turkey,"Mediterranean Region, Mersin, Turkey",2024,15,15,3,96,122248.0,Europe,5,Middle price,2010on
746,"2 room apartment 90 m² in Mersin, Turkey",Turkey,"Mediterranean Region, Mersin, Turkey",2024,15,4,2,90,82607.0,Europe,5,Low price,2010on
747,"1 room apartment 51 m² in Mahmutlar, Turkey",Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",2024,11,3,2,51,93000.0,Europe,5,Low price,2010on
749,"3 room apartment 55 m² in Kuzucu, Turkey",Turkey,"Kuzucu, Mediterranean Region, Mezitli, Turkey",2024,15,7,3,55,90215.0,Europe,5,Low price,2010on
751,"2 room apartment 90 m² in Mersin, Turkey",Turkey,"Mediterranean Region, Mersin, Turkey",2024,15,3,2,90,81520.0,Europe,5,Low price,2010on
752,"2 room apartment 60 m² in Mersin, Turkey",Turkey,"Mediterranean Region, Mersin, Turkey",2014,7,5,2,60,76554.0,Europe,5,Low price,2010on
753,"2 room apartment 110 m² in Mahmutlar, Turkey",Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",2005,13,3,3,110,191299.0,Europe,5,Middle price,2000-2010
755,"1 room apartment 52 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2023,4,3,2,52,139000.0,Europe,5,Middle price,2010on
757,"2 room apartment 120 m² in Karakocali, Turkey",Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",2011,4,1,3,120,149900.0,Europe,5,Middle price,2010on
760,"3 room apartment 105 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2024,16,14,3,105,131518.0,Europe,5,Middle price,2010on
761,"1 room apartment 70 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2024,12,1,2,70,81453.0,Europe,5,Low price,2010on
763,"2 room apartment 70 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2024,16,7,2,70,89128.0,Europe,5,Low price,2010on
767,"1 room apartment 56 m² in Turkey, Turkey",Turkey,Turkey,2023,5,3,2,56,81675.0,Europe,5,Low price,2010on
775,"2 room apartment 90 m² in Mersin, Turkey",Turkey,"Mediterranean Region, Mersin, Turkey",2024,15,11,2,90,90215.0,Europe,5,Low price,2010on
780,"1 room apartment 60 m² in Mahmutlar, Turkey",Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",2023,11,3,2,60,173365.0,Europe,5,Middle price,2010on
783,"2 room apartment 80 m² in Mezitli, Turkey",Turkey,"Mediterranean Region, Mezitli, Turkey",2022,15,2,1,80,80987.0,Europe,5,Low price,2010on
787,"3 room apartment 100 m² in Niluefer, Turkey",Turkey,"Marmara Region, Besevler Mahallesi, Niluefer, Turkey",2023,5,1,4,100,151083.0,Europe,5,Middle price,2010on
791,"2 room apartment 57 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2023,10,1,2,57,143475.0,Europe,5,Middle price,2010on
794,"1 room apartment 50 m² in Yaylali, Turkey",Turkey,"Yaylali, Mediterranean Region, Alanya, Turkey",2024,5,2,2,50,104034.0,Europe,5,Middle price,2010on
795,"2 room apartment 39 m² in Kuzucu, Turkey",Turkey,"Kuzucu, Mediterranean Region, Mezitli, Turkey",2024,15,8,2,39,76085.0,Europe,5,Low price,2010on
800,"2 room apartment 73 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2024,16,3,2,73,88041.0,Europe,5,Low price,2010on
802,"2 room apartment 105 m² in Cinarcik, Turkey",Turkey,"Cinarcik, Marmara Region, Bursa, Turkey",2024,4,1,3,105,75542.0,Europe,5,Low price,2010on
806,"2 room apartment 70 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2024,16,4,2,70,85867.0,Europe,5,Low price,2010on
808,"1 room apartment 53 m² in Mersin, Turkey",Turkey,"Mediterranean Region, Mersin, Turkey",2024,10,1,2,53,71967.0,Europe,5,Low price,2010on
809,"1 room apartment 52 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Alanya, Turkey",2023,4,3,2,52,135000.0,Europe,5,Middle price,2010on
810,"5 room apartment 125 m² in Ciplakli, Turkey",Turkey,"Ciplakli, Mediterranean Region, Alanya, Turkey",2023,5,4,5,125,171191.0,Europe,5,Middle price,2010on
811,"2 room apartment 75 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2024,16,3,2,75,89128.0,Europe,5,Low price,2010on
812,"2 room apartment 125 m² in Antalya, Turkey",Turkey,"Mediterranean Region, Antalya, Turkey",2019,5,1,3,125,133692.0,Europe,5,Middle price,2010on
813,"2 room apartment 39 m² in Kuzucu, Turkey",Turkey,"Kuzucu, Mediterranean Region, Mezitli, Turkey",2024,15,13,2,39,78259.0,Europe,5,Low price,2010on
814,"2 room apartment 70 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2024,16,3,2,70,83693.0,Europe,5,Low price,2010on
821,"3 room apartment 120 m² in Avsallar, Turkey",Turkey,"Avsallar, Mediterranean Region, Alanya, Turkey",2023,6,5,3,120,73368.0,Europe,5,Low price,2010on
822,"2 room apartment 39 m² in Kuzucu, Turkey",Turkey,"Kuzucu, Mediterranean Region, Mezitli, Turkey",2024,15,5,2,39,72824.0,Europe,5,Low price,2010on
824,"2 room apartment 56 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2024,9,6,2,56,166300.0,Europe,5,Middle price,2010on
826,"2 room apartment 70 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2024,16,8,2,70,90215.0,Europe,5,Low price,2010on
827,"2 room apartment 39 m² in Kuzucu, Turkey",Turkey,"Kuzucu, Mediterranean Region, Mezitli, Turkey",2024,15,7,2,39,71737.0,Europe,5,Low price,2010on
829,"1 room apartment 50 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2022,7,1,2,50,121736.0,Europe,5,Middle price,2010on
832,"2 room apartment 75 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2024,16,6,2,75,92389.0,Europe,5,Low price,2010on
833,"2 room apartment 39 m² in Kuzucu, Turkey",Turkey,"Kuzucu, Mediterranean Region, Mezitli, Turkey",2024,15,13,2,39,81520.0,Europe,5,Low price,2010on
835,"2 room apartment 90 m² in Mersin, Turkey",Turkey,"Mediterranean Region, Mersin, Turkey",2024,15,1,2,90,79346.0,Europe,5,Low price,2010on
