,title,country,location,building_construction_year,building_total_floors,apartment_floor,apartment_rooms,apartment_total_area,price_in_USD,Continent
9409,"Penthouse 3 bedrooms 152 m² in Mahmutlar, Turkey",Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",2025,,,4.0,152.0,445641.0,Europe
9444,"Penthouse 2 bedrooms 186 m² in Karakocali, Turkey",Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",2025,11.0,,3.0,186.0,568463.0,Europe
9458,"3 room apartment 136 m² in Marmara Region, Turkey",Turkey,"Marmara Region, Turkey",2025,,,4.0,136.0,519552.0,Europe
9464,"3 room apartment 163 m² in Karakocali, Turkey",Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",2025,10.0,4.0,3.0,163.0,473357.0,Europe
9512,"2 room apartment 91 m² in Marmara Region, Turkey",Turkey,"Marmara Region, Turkey",2025,6.0,,3.0,91.0,565203.0,Europe
9590,"1 room apartment 50 m² in Guemuessuyu Mahallesi, Turkey",Turkey,"Marmara Region, Guemuessuyu Mahallesi, Turkey",2025,7.0,4.0,2.0,50.0,407756.0,Europe
9641,"4 room apartment 201 m² in Antalya, Turkey",Turkey,"Mediterranean Region, Antalya, Turkey",2025,9.0,,5.0,201.0,357599.0,Europe
9677,"2 room apartment 95 m² in Karakocali, Turkey",Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",2025,10.0,,2.0,95.0,290753.0,Europe
9823,"3 room apartment 156 m² in Karakocali, Turkey",Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",2025,11.0,5.0,3.0,156.0,519008.0,Europe
10070,"3 room apartment 156 m² in Karakocali, Turkey",Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",2025,11.0,3.0,3.0,156.0,497270.0,Europe
10073,"2 room apartment 106 m² in Yaylali, Turkey",Turkey,"Yaylali, Mediterranean Region, Alanya, Turkey",2025,,,3.0,106.0,521726.0,Europe
10082,"2 room apartment 119 m² in Mahmutlar, Turkey",Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",2025,,,3.0,119.0,380425.0,Europe
10093,"2 room apartment 111 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2025,,,3.0,111.0,443743.0,Europe
10114,"3 room apartment 163 m² in Karakocali, Turkey",Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",2025,10.0,3.0,3.0,163.0,462488.0,Europe
10241,"3 room apartment 163 m² in Karakocali, Turkey",Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",2025,10.0,6.0,3.0,163.0,495096.0,Europe
10319,"2 room apartment 140 m² in Besiktas, Turkey",Turkey,"Besiktas, Marmara Region, Turkey",2025,9.0,3.0,3.0,140.0,520000.0,Europe
10463,"Penthouse 4 bedrooms 159 m² in Karakocali, Turkey",Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",2025,5.0,,5.0,159.0,385860.0,Europe
10491,"3 room apartment 179 m² in Istanbul, Turkey",Turkey,"Marmara Region, Istanbul, Turkey",2025,17.0,,4.0,179.0,518000.0,Europe
10505,"3 room apartment 136 m² in Kurucesme, Turkey",Turkey,"Kurucesme, Marmara Region, Bursa, Turkey",2025,22.0,2.0,4.0,136.0,249993.0,Europe
10509,"Penthouse 6 bedrooms 285 m² in Payallar, Turkey",Turkey,"Payallar, Mediterranean Region, Alanya, Turkey",2025,7.0,1.0,7.0,285.0,574985.0,Europe
10518,"1 room apartment 62 m² in Yaylali, Turkey",Turkey,"Yaylali, Mediterranean Region, Alanya, Turkey",2025,,,2.0,62.0,369556.0,Europe
10701,"1 room apartment 63 m² in Marmara Region, Turkey",Turkey,"Marmara Region, Turkey",2025,9.0,,2.0,63.0,273906.0,Europe
10708,"2 room apartment 115 m² in Karakocali, Turkey",Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",2025,11.0,,3.0,115.0,445641.0,Europe
10737,"3 room apartment 181 m² in Marmara Region, Turkey",Turkey,"Marmara Region, Turkey",2025,10.0,,4.0,181.0,384773.0,Europe
10743,"3 room apartment 156 m² in Karakocali, Turkey",Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",2025,11.0,,3.0,156.0,464662.0,Europe
10749,"2 room apartment 118 m² in Sekerhane Mahallesi, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2025,7.0,6.0,3.0,118.0,325493.0,Europe
10765,"1 room apartment 52 m² in Ciplakli, Turkey",Turkey,"Ciplakli, Mediterranean Region, Alanya, Turkey",2025,8.0,5.0,2.0,52.0,232345.0,Europe
10813,"3 room apartment 156 m² in Karakocali, Turkey",Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",2025,11.0,,3.0,156.0,445097.0,Europe
10814,"4 room apartment 170 m² in Mudanya, Turkey",Turkey,"Mudanya, Marmara Region, Bursa, Turkey",2025,8.0,1.0,5.0,170.0,463031.0,Europe
10817,"3 room apartment 157 m² in Marmara Region, Turkey",Turkey,"Marmara Region, Turkey",2025,,,4.0,157.0,472814.0,Europe
10922,"3 room apartment 45 m² in Koyunlar, Turkey",Turkey,"Koyunlar, Mediterranean Region, Antalya, Turkey",2025,,1.0,3.0,45.0,221190.0,Europe
10974,"2 room apartment 72 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Alanya, Turkey",2025,,,3.0,72.0,307000.0,Europe
11127,"3 room apartment 142 m² in Kurucesme, Turkey",Turkey,"Kurucesme, Marmara Region, Bursa, Turkey",2025,25.0,8.0,4.0,142.0,268471.0,Europe
11145,"1 room apartment 80 m² in Yalinayak, Turkey",Turkey,"Yalinayak, Toroslar, Mediterranean Region, Turkey",2025,15.0,6.0,2.0,80.0,28260.0,Europe
11170,"2 room apartment 89 m² in Mersin, Turkey",Turkey,"Mediterranean Region, Mersin, Turkey",2025,14.0,,3.0,89.0,82607.0,Europe
11176,"1 room apartment 59 m² in Mersin, Turkey",Turkey,"Mediterranean Region, Mersin, Turkey",2026,16.0,15.0,2.0,59.0,69000.0,Europe
11186,"1 room apartment 70 m² in Tarsus, Turkey",Turkey,"Mediterranean Region, Tarsus, Turkey",2025,15.0,3.0,2.0,70.0,58329.0,Europe
11224,"2 room apartment 55 m² in Erdemli, Turkey",Turkey,"Mediterranean Region, Erdemli, Turkey",2025,,1.0,2.0,55.0,65216.0,Europe
11351,"3 room apartment 126 m² in Antalya, Turkey",Turkey,"Mediterranean Region, Antalya, Turkey",2025,10.0,,4.0,126.0,209777.0,Europe
11385,"1 room apartment 70 m² in Mersin, Turkey",Turkey,"Mediterranean Region, Mersin, Turkey",2025,14.0,1.0,2.0,70.0,43982.0,Europe
11415,"1 room studio apartment 35 m² in Mersin, Turkey",Turkey,"Mediterranean Region, Mersin, Turkey",2025,,5.0,1.0,35.0,35218.0,Europe
11450,"1 room apartment 85 m² in Mut, Turkey",Turkey,"Mediterranean Region, Mut, Turkey",2025,14.0,1.0,2.0,85.0,62622.0,Europe
11470,"Studio apartment 1 bathroom 35 m² in Mut, Turkey",Turkey,"Mediterranean Region, Mut, Turkey",2025,8.0,3.0,,35.0,38115.0,Europe
11473,"1 room apartment 35 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2025,8.0,,1.0,35.0,38586.0,Europe
11479,"3 room apartment 35 m² in Erdemli, Turkey",Turkey,"Mediterranean Region, Erdemli, Turkey",2025,,1.0,3.0,35.0,38586.0,Europe
11493,"Studio apartment 1 bathroom 39 m² in Mersin, Turkey",Turkey,"Mediterranean Region, Turkey",2025,9.0,1.0,,39.0,43822.0,Europe
11534,"1 room apartment 35 m² in Mersin, Turkey",Turkey,"Mediterranean Region, Turkey",2025,8.0,5.0,1.0,35.0,35218.0,Europe
11544,"1 room apartment 62 m² in Tozlu, Turkey",Turkey,"Tozlu, Mediterranean Region, Erdemli, Turkey",2025,14.0,,2.0,62.0,63042.0,Europe
11574,"1 room apartment 35 m² in Akarca, Turkey",Turkey,"Akarca, Central Anatolia Region, Turkey",2025,8.0,,1.0,35.0,42390.0,Europe
11580,"1 room apartment 39 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2025,8.0,,1.0,39.0,42390.0,Europe
11582,"1 room studio apartment 39 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2025,9.0,2.0,1.0,39.0,42931.0,Europe
11602,"3 room apartment 50 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2025,,1.0,3.0,50.0,111954.0,Europe
11647,"1 room apartment 42 m² in Mediterranean Region, Turkey",Turkey,"Mediterranean Region, Turkey",2025,6.0,1.0,2.0,42.0,144787.0,Europe
11676,"1 room apartment 70 m² in Mersin, Turkey",Turkey,"Mediterranean Region, Mersin, Turkey",2025,15.0,14.0,2.0,70.0,45000.0,Europe
11725,"1 room apartment 53 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Alanya, Turkey",2025,6.0,1.0,2.0,53.0,115129.0,Europe
11797,"1 room apartment 70 m² in Cumhuriyet Mahallesi, Turkey",Turkey,"Mediterranean Region, Cumhuriyet Mahallesi, Tarsus, Turkey",2025,,,2.0,70.0,58694.0,Europe
11865,"1 room apartment 70 m² in Mersin, Turkey",Turkey,"Mediterranean Region, Turkey",2025,15.0,7.0,2.0,70.0,58135.0,Europe
11997,"1 room apartment 54 m² in Yesilkoey, Turkey",Turkey,"Yesilkoey, Mediterranean Region, Antalya, Turkey",2025,5.0,,2.0,54.0,121615.0,Europe
12100,"1 room apartment 50 m² in Akarca, Turkey",Turkey,"Akarca, Central Anatolia Region, Turkey",2025,13.0,,2.0,50.0,92389.0,Europe
12144,"1 room apartment 58 m² in Tuerkler, Turkey",Turkey,"Tuerkler, Mediterranean Region, Alanya, Turkey",2025,,,2.0,58.0,184778.0,Europe
12195,"Apartment 60 m² in Mersin, Turkey",Turkey,"Mediterranean Region, Turkey",2026,12.0,1.0,,60.0,75140.0,Europe
12591,"1 room apartment 80 m² in Ciftepinar, Turkey",Turkey,"Ciftepinar, Mediterranean Region, Erdemli, Turkey",2025,15.0,,2.0,80.0,84780.0,Europe
12633,"2 room apartment 70 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2025,14.0,,3.0,70.0,85867.0,Europe
12647,"1 room apartment 55 m² in Avsallar, Turkey",Turkey,"Avsallar, Mediterranean Region, Alanya, Turkey",2025,7.0,2.0,2.0,55.0,118870.0,Europe
12668,"3 room apartment 67 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2025,,1.0,3.0,67.0,141083.0,Europe
12675,"1 room apartment 63 m² in Yalinayak, Turkey",Turkey,"Yalinayak, Toroslar, Mediterranean Region, Turkey",2025,14.0,5.0,2.0,63.0,72985.0,Europe
12768,"1 room apartment 61 m² in Mersin, Turkey",Turkey,"Mediterranean Region, Mersin, Turkey",2026,14.0,5.0,2.0,61.0,87652.0,Europe
12917,"1 room apartment 49 m² in Turkey, Turkey",Turkey,Turkey,2025,8.0,1.0,2.0,49.0,115063.0,Europe
12996,"1 room apartment 61 m² in Kurucesme, Turkey",Turkey,"Kurucesme, Marmara Region, Bursa, Turkey",2025,22.0,13.0,2.0,61.0,117388.0,Europe
13047,"3 room apartment 40 m² in Koyunlar, Turkey",Turkey,"Koyunlar, Mediterranean Region, Antalya, Turkey",2025,,6.0,3.0,40.0,129344.0,Europe
13174,"6 room apartment 49 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2025,,4.0,6.0,49.0,86411.0,Europe
13194,"1 room apartment 50 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Alanya, Turkey",2025,7.0,2.0,2.0,50.0,124185.0,Europe
13209,"1 room apartment 53 m² in Incekum, Turkey",Turkey,"Incekum, Mediterranean Region, Alanya, Turkey",2025,9.0,9.0,2.0,53.0,107695.0,Europe
13228,"2 room apartment 89 m² in Mersin, Turkey",Turkey,"Mediterranean Region, Mersin, Turkey",2025,13.0,1.0,3.0,89.0,80436.0,Europe
13331,"2 room apartment 72 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2025,8.0,,3.0,72.0,76085.0,Europe
13347,"1 room apartment 49 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Alanya, Turkey",2025,4.0,1.0,2.0,49.0,86814.0,Europe
13532,"1 room apartment 62 m² in Mersin, Turkey",Turkey,"Mediterranean Region, Turkey",2025,,,,62.0,65213.0,Europe
13551,"3 room apartment 49 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2025,,1.0,3.0,49.0,107606.0,Europe
13675,"1 room apartment 55 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Alanya, Turkey",2025,5.0,1.0,2.0,55.0,163307.0,Europe
13682,"1 room apartment 78 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2025,8.0,,2.0,78.0,79346.0,Europe
13717,"1 room apartment 60 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2025,8.0,,2.0,60.0,59781.0,Europe
13748,"1 room apartment 44 m² in Mersin, Turkey",Turkey,"Mediterranean Region, Turkey",2026,,,,44.0,87645.0,Europe
13782,"1 room apartment 34 m² in Antalya, Turkey",Turkey,"Mediterranean Region, Antalya, Turkey",2025,8.0,,1.0,34.0,78802.0,Europe
13860,"1 room apartment 82 m² in Mersin, Turkey",Turkey,"Mediterranean Region, Turkey",2025,13.0,4.0,,82.0,102684.0,Europe
13988,"4 room apartment 60 m² in Erdemli, Turkey",Turkey,"Mediterranean Region, Erdemli, Turkey",2025,,1.0,4.0,60.0,92389.0,Europe
14019,"3 room apartment 53 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2025,,1.0,3.0,53.0,124450.0,Europe
14063,"2 room apartment 110 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2025,8.0,,3.0,110.0,111954.0,Europe
14108,"1 room apartment 59 m² in Kuzucu, Turkey",Turkey,"Kuzucu, Mediterranean Region, Mezitli, Turkey",2026,14.0,,2.0,59.0,74998.0,Europe
14176,"1 room apartment 56 m² in Tuerkler, Turkey",Turkey,"Tuerkler, Mediterranean Region, Alanya, Turkey",2025,4.0,,2.0,56.0,135866.0,Europe
14257,"1 room apartment 50 m² in Avsallar, Turkey",Turkey,"Avsallar, Mediterranean Region, Alanya, Turkey",2025,,,2.0,50.0,120649.0,Europe
14325,"1 room apartment 70 m² in Akarca, Turkey",Turkey,"Akarca, Central Anatolia Region, Turkey",2025,12.0,,2.0,70.0,85867.0,Europe
14340,"1 room apartment 63 m² in Mersin, Turkey",Turkey,"Mediterranean Region, Mersin, Turkey",2025,14.0,,2.0,63.0,64129.0,Europe
14439,"1 room apartment 53 m² in Karakocali, Turkey",Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",2025,5.0,,1.0,53.0,115832.0,Europe
14462,"1 room apartment 47 m² in Antalya, Turkey",Turkey,"Mediterranean Region, Antalya, Turkey",2025,8.0,,2.0,47.0,104345.0,Europe
14478,"5 room apartment 46 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2025,,4.0,5.0,46.0,95650.0,Europe
14590,"1 room apartment 67 m² in Seki, Turkey",Turkey,"Seki, Mediterranean Region, Alanya, Turkey",2025,11.0,,2.0,67.0,84780.0,Europe
14651,"1 room apartment 63 m² in Antalya, Turkey",Turkey,"Mediterranean Region, Antalya, Turkey",2025,9.0,,2.0,63.0,129344.0,Europe
14687,"1 room apartment 47 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2025,5.0,4.0,2.0,47.0,135000.0,Europe
14699,"1 room apartment 60 m² in Kurucesme, Turkey",Turkey,"Kurucesme, Marmara Region, Bursa, Turkey",2025,25.0,15.0,2.0,60.0,145648.0,Europe
14702,"1 room apartment 53 m² in Okurcalar, Turkey",Turkey,"Okurcalar, Mediterranean Region, Alanya, Turkey",2025,8.0,1.0,2.0,53.0,109831.0,Europe
14745,"1 room apartment 65 m² in Payallar, Turkey",Turkey,"Payallar, Mediterranean Region, Alanya, Turkey",2025,7.0,1.0,2.0,65.0,151083.0,Europe
14813,"3 room apartment 39 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2025,,1.0,3.0,39.0,107606.0,Europe
14989,"3 room apartment 54 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2025,,3.0,3.0,54.0,190212.0,Europe
15041,"2 room apartment 68 m² in Yesilkoey, Turkey",Turkey,"Yesilkoey, Mediterranean Region, Antalya, Turkey",2025,5.0,,3.0,68.0,186189.0,Europe
15262,"1 room apartment 60 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2025,8.0,,2.0,60.0,124997.0,Europe
15359,"2 room apartment 117 m² in Kurucesme, Turkey",Turkey,"Kurucesme, Marmara Region, Bursa, Turkey",2025,25.0,15.0,3.0,117.0,143475.0,Europe
15365,"1 room apartment 57 m² in Mahmutlar, Turkey",Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",2025,5.0,,2.0,57.0,161952.0,Europe
15401,"1 room apartment 46 m² in Yaylali, Turkey",Turkey,"Yaylali, Mediterranean Region, Alanya, Turkey",2025,5.0,1.0,2.0,46.0,188663.0,Europe
15456,"1 room apartment 69 m² in Karakocali, Turkey",Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",2025,11.0,,2.0,69.0,283688.0,Europe
15711,"1 room apartment 58 m² in Mahmutlar, Turkey",Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",2025,,,2.0,58.0,197821.0,Europe
15833,"1 room apartment 65 m² in Yesiloez, Turkey",Turkey,"Yesiloez, Mediterranean Region, Alanya, Turkey",2025,10.0,,2.0,65.0,141301.0,Europe
16032,"1 room apartment 50 m² in Luetfiye, Turkey",Turkey,"Luetfiye, Marmara Region, Goelcuek, Turkey",2025,10.0,,1.0,50.0,149000.0,Europe
16035,"2 room apartment 150 m² in Ciftepinar, Turkey",Turkey,"Ciftepinar, Mediterranean Region, Erdemli, Turkey",2025,15.0,,3.0,150.0,159778.0,Europe
16096,"2 room apartment 76 m² in Kurucesme, Turkey",Turkey,"Kurucesme, Marmara Region, Bursa, Turkey",2025,22.0,14.0,3.0,76.0,152170.0,Europe
16157,"1 room apartment 79 m² in Mersin, Turkey",Turkey,"Mediterranean Region, Turkey",2025,14.0,14.0,,79.0,161530.0,Europe
16272,"1 room apartment 52 m² in Ciplakli, Turkey",Turkey,"Ciplakli, Mediterranean Region, Alanya, Turkey",2025,8.0,3.0,2.0,52.0,216827.0,Europe
16402,"3 room apartment 142 m² in Mezitli, Turkey",Turkey,"Mezitli, Mediterranean Region, Mersin, Turkey",2025,13.0,,4.0,142.0,201082.0,Europe
16740,"1 room apartment 58 m² in Igalo, Montenegro",Montenegro,"Igalo, Herceg Novi, Montenegro",2025,,,,58.0,174437.0,Europe
16825,"Apartment 1 bathroom 26 m² in Becici, Montenegro",Montenegro,"Becici, Sveti Stefan, Budva Municipality, Montenegro",2025,,,,26.0,79128.0,Europe
17034,"Apartment 1 bathroom 36 m² in Tivat, Montenegro",Montenegro,"Tivat, Tivat Municipality, Montenegro",2025,,,,36.0,244559.0,Europe
17065,"3 room apartment 79 m² in Budva, Montenegro",Montenegro,"Budva, Bar, Bar Municipality, Montenegro",2025,6.0,1.0,,79.0,223768.0,Europe
17479,"1 room apartment 105 m² in Radovici, Montenegro",Montenegro,"Radovici, Tivat Municipality, Montenegro",2025,3.0,2.0,,105.0,872505.0,Europe
18455,"Apartment 1 bathroom 27 m² in Bar, Montenegro",Montenegro,"Bar, Bar Municipality, Montenegro",2025,,,,27.0,51357.0,Europe
18645,"1 room studio apartment 26 m² in Budva, Montenegro",Montenegro,"Budva, Bar, Bar Municipality, Montenegro",2025,6.0,1.0,,26.0,77308.0,Europe
19322,"1 room apartment 33 m² in Bar, Montenegro",Montenegro,"Bar, Bar Municipality, Montenegro",2025,8.0,4.0,1.0,33.0,97076.0,Europe
19445,"1 room apartment 37 m² in Budva, Montenegro",Montenegro,"Budva, Bar, Bar Municipality, Montenegro",2025,6.0,1.0,,37.0,102970.0,Europe
19521,"1 room apartment 43 m² in Bar, Montenegro",Montenegro,"Bar, Bar Municipality, Montenegro",2025,8.0,5.0,1.0,43.0,124333.0,Europe
19992,"3 room apartment 130 m² in Karsiyaka, Turkey",Turkey,"Karsiyaka, Black Sea Region, Turkey",2025,9.0,,4.0,130.0,189126.0,Europe
20180,"2 room apartment 87 m² in Avsallar, Turkey",Turkey,"Avsallar, Mediterranean Region, Alanya, Turkey",2025,,,3.0,87.0,215212.0,Europe
20201,"3 room apartment 91 m² in Koyunlar, Turkey",Turkey,"Koyunlar, Mediterranean Region, Antalya, Turkey",2025,,4.0,3.0,91.0,200538.0,Europe
20207,"1 room apartment 51 m² in Ciplakli, Turkey",Turkey,"Ciplakli, Mediterranean Region, Alanya, Turkey",2025,8.0,1.0,2.0,51.0,186622.0,Europe
20351,"1 room apartment 50 m² in Yesilkoey, Turkey",Turkey,"Yesilkoey, Mediterranean Region, Antalya, Turkey",2025,10.0,,2.0,50.0,162763.0,Europe
20376,"2 room apartment 90 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Alanya, Turkey",2025,,,3.0,90.0,213203.0,Europe
20406,"1 room apartment 50 m² in Obakoey, Turkey",Turkey,"Obakoey, Eastern Anatolia Region, Igdir, Igdir merkez, Turkey",2025,4.0,,2.0,50.0,185149.0,Europe
20410,"Penthouse 2 bedrooms 95 m² in Avsallar, Turkey",Turkey,"Avsallar, Mediterranean Region, Alanya, Turkey",2025,,,3.0,95.0,233690.0,Europe
20504,"1 room apartment 72 m² in Marmara Region, Turkey",Turkey,"Marmara Region, Turkey",2025,10.0,,2.0,72.0,181191.0,Europe
20623,"1 room apartment 50 m² in Akarca, Turkey",Turkey,"Akarca, Central Anatolia Region, Turkey",2025,5.0,,2.0,50.0,184778.0,Europe
20658,"1 room apartment 55 m² in Marmara Region, Turkey",Turkey,"Marmara Region, Turkey",2025,15.0,,2.0,55.0,261950.0,Europe
20772,"4 room apartment 198 m² in Yalincak, Turkey",Turkey,"Yalincak, Ortahisar, Black Sea Region, Turkey",2025,6.0,,5.0,198.0,189126.0,Europe
21053,"2 room apartment 75 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Alanya, Turkey",2025,,,3.0,75.0,254475.0,Europe
21140,"1 room apartment 50 m² in Mediterranean Region, Turkey",Turkey,"Mediterranean Region, Turkey",2025,6.0,1.0,2.0,50.0,129247.0,Europe
21144,"1 room apartment 56 m² in Akarca, Turkey",Turkey,"Akarca, Central Anatolia Region, Turkey",2025,5.0,,2.0,56.0,183691.0,Europe
21193,"3 room apartment 54 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2025,,1.0,3.0,54.0,184778.0,Europe
21200,"4 room apartment 66 m² in Karakocali, Turkey",Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",2025,,1.0,4.0,66.0,183691.0,Europe
21270,"1 room apartment 70 m² in Istanbul, Turkey",Turkey,"Marmara Region, Istanbul, Turkey",2025,16.0,,2.0,70.0,210000.0,Europe
21350,"1 room apartment 51 m² in Ciplakli, Turkey",Turkey,"Ciplakli, Mediterranean Region, Alanya, Turkey",2025,8.0,1.0,2.0,51.0,175835.0,Europe
21379,"2 room apartment 77 m² in Yapracik, Turkey",Turkey,"Yapracik, Central Anatolia Region, Ankara, Turkey",2025,,,3.0,77.0,164126.0,Europe
21411,"2 room apartment 77 m² in Kepez, Turkey",Turkey,"Kepez, Mediterranean Region, Turkey",2025,10.0,,3.0,77.0,185273.0,Europe
21414,"5 room apartment 65 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2025,,8.0,5.0,65.0,151083.0,Europe
